year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD,logit_R,log_AMC,log_IT,log_PMP,log_PD
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.09,1298,117,Latin America and the Caribbean,C001,9.4,15.6,9.636395307,7165000,34.04805521,15.59164538,91.377,13.2,706,0.0716,0.0667,0.951,79.2,34,53.63758214,15.5,94.85714286,4.84,-2.303683391,2.803360381,15.78471876,2.653241965,2.808899278
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.14,1903,266,Latin America and the Caribbean,C001,9.5,15.7,10.19975397,6816000,33.0023993,15.76063274,91.503,13.5,648.6,0.071,0.0698,0.957,74.8,32,53.63758214,16.7,92.42857143,4.96,-1.809334614,2.87356464,15.73478349,2.674148649,2.819032847
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.16,1278,204,Latin America and the Caribbean,C001,9,15.2,8.985845323,6668000,37.58023798,15.92813508,91.627,13.7,662.1,0.068,0.0668,0.488,78.5,36,53.63758214,16.9,90.42857143,4.95,-1.653187295,2.884800713,15.71283067,2.687847494,2.828977035
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.2,1357,271,Latin America and the Caribbean,C001,9.5,15.8,10.43993217,6711000,36.3676376,16.09419079,91.749,12.9,634.5,0.0673,0.07,1.095,77.2,39,53.63758214,16.7,87.85714286,4.99,-1.382556039,2.87356464,15.71925868,2.63188884,2.838738686
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.21,1525,320,Latin America and the Caribbean,C001,9.1,15.5,9.51611392,6942000,36.92702016,16.2585101,91.87,13.1,598.1,0.0636,0.0534,0.878,75.1,40,53.63758214,15.2,89.71428571,4.99,-1.321439834,2.785011242,15.75310062,2.646174797,2.848305361
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.19,1167,222,Latin America and the Caribbean,C001,9.1,15.5,9.509059835,7399000,35.7846133,16.42082662,91.991,14.2,591.6,0.0567,0.0552,0.76,71.1,45,53.63758214,15.2,83.85714286,4.99,-1.445994626,2.785011242,15.81685555,2.721295428,2.857666423
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.26,1764,459,Latin America and the Caribbean,C001,9,15.8,10.05162935,7399000,33.44421573,16.58089261,92.111,15.6,496.3,0.0407,0.0319,1.123,63.8,42,53.63758214,15.2,74.14285714,4.99,-1.043480218,2.785011242,15.81685555,2.809402695,2.866812665
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,727,7,East Asia and Pacific,C002,15.7,22.7,9.110690026,6482000,32.27200725,3.010573526,85.502,6.1,497.3,0.0188,0.0163,1.499,79.4,81,53.63758214,23.4,91.41516637,3.74,-4.500819262,3.194583132,15.68453982,1.960094784,1.388934255
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,877,9,East Asia and Pacific,C002,15.5,22.5,10.00180527,6922000,29.84364974,3.055814795,85.602,6.1,504.9,0.0207,0.0292,1.198,76.8,80,53.63758214,25.9,91.8437378,3.79,-4.500819262,3.292126287,15.75021545,1.960094784,1.400151603
2015,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,974,0,East Asia and Pacific,C002,15.4,22.3,10.39781028,7449000,28.96365023,3.100112596,85.701,6,488.9,0.0184,0.0183,1.087,76.4,79,53.63758214,26,92.8437378,3.82,-6.908754779,3.295836866,15.82359049,1.945910149,1.411014436
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,995,10,East Asia and Pacific,C002,15.7,22.4,10.70766809,8269000,28.89559248,3.144935531,85.8,5.9,541.7,0.0166,0.0164,1.172,87.5,79,53.63758214,25.7,93.55802351,3.84,-4.500819262,3.284663565,15.92802426,1.931521412,1.421887235
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,995,10,East Asia and Pacific,C002,15.4,22.5,10.6116579,8815000,28.73036968,3.197365841,85.904,5.9,517.2,0.0205,0.0356,1.141,77.1,77,53.63758214,24,93.70088066,3.84,-4.500819262,3.218875825,15.99196549,1.931521412,1.434457148
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,1140,11,East Asia and Pacific,C002,15.5,22.8,10.38325029,9466000,26.19823892,3.294351419,86.124,9.3,417.4,0.0171,0.0161,1.422,65.4,77,53.63758214,23.9,93.98659494,3.84,-4.500819262,3.214867803,16.0632171,2.332143895,1.457300536
2020,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,1140,0,East Asia and Pacific,C002,15.7,22.6,11.1746292,1828000,24.91186711,3.335312311,86.241,6.9,529.7,0.0211,0.012,1.416,84.7,77,53.63758214,23.9,93.8437378,3.84,-6.908754779,3.214867803,14.41873358,2.066862759,1.466793652
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,80,0,Europe and Central Asia,C003,2.4,6.5,9.658101195,19952000,27.34830662,99.70708919,58.813,19,1113.6,0.161,0.372,0.628,173.1,87,53.63758214,17.4,80.41516637,7.69,-6.908754779,2.912350665,16.80884,2.995732274,4.612216196
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,269,0,Europe and Central Asia,C003,3,7.3,9.548316577,20269000,27.14986376,100.2016602,58.532,20,1036.7,0.149,0.327,0.907,159.9,86,53.63758214,16.3,80.41516637,7.66,-6.908754779,2.850706502,16.82460323,3.044522438,4.617115162
2007,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,306,0,Europe and Central Asia,C003,3.7,8,9.545275645,20773000,27.20098749,100.5269874,58.249,14.8,1149.3,0.139,0.271,2.137,173.9,81,53.63758214,17.5,80.70088066,7.75,-6.908754779,2.917770732,16.84916467,2.76000994,4.620324649
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,397,0,Europe and Central Asia,C003,3.6,7.8,9.741457373,21935000,26.21240303,100.8421716,57.966,15.1,1065.7,0.154,0.317,1.582,172.9,81,53.63758214,21,80.98659494,7.69,-6.908754779,3.091042453,16.90359414,2.778819272,4.623424278
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,463,0,Europe and Central Asia,C003,3.4,7.6,10.2359352,21355000,27.15328888,101.1066772,57.683,15.8,1204.4,0.192,0.423,1.544,186.6,79,53.63758214,22.5,80.27230923,7.68,-6.908754779,3.157000421,16.87679651,2.821378886,4.626018122
2010,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,509,3,Europe and Central Asia,C003,2.6,6.7,10.23593462,22004000,27.60429357,101.3500242,57.399,16.7,1134.5,0.166,0.389,0.656,187.5,79,53.63758214,21.2,83.27230923,7.65,-4.956832588,3.100092289,16.90673486,2.87356464,4.628398549
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.002,610,1,Europe and Central Asia,C003,3.5,8,10.04585988,23012000,27.31097491,101.6922322,57.115,16.9,929.9,0.133,0.29,1.373,142.5,78,53.63758214,20.3,86.12945208,7.68,-5.80814249,3.058707073,16.95152642,2.884800713,4.631736478
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.008,738,6,Europe and Central Asia,C003,3.5,7.8,10.22568435,24151000,27.12621384,102.1569438,57.147,14.3,1101.5,0.178,0.353,1.783,175.1,69,53.63758214,19.8,89.12945208,7.67,-4.703506087,3.034952987,16.99983639,2.727852828,4.636251555
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.012,910,11,Europe and Central Asia,C003,3.5,7.5,10.31977933,24813000,27.83093858,102.7608216,57.336,15.6,1139,0.168,0.4,1.098,179.8,69,53.63758214,20.9,91.98659494,7.64,-4.331744974,3.086486637,17.02687831,2.809402695,4.642088458
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.006,971,6,Europe and Central Asia,C003,4.4,8.5,10.41509556,25291000,27.48290871,103.5670868,57.526,13.8,1208.1,0.197,0.438,2.409,187.6,72,53.63758214,17.2,94.98659494,7.58,-4.956832588,2.901421594,17.0459592,2.694627181,4.649828844
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.008,1022,8,Europe and Central Asia,C003,4,8.4,10.43723611,26728000,27.54398745,104.7345977,57.715,13.6,1046.6,0.123,0.285,2.167,153.1,76,53.63758214,17,92.27230923,7.54,-4.703506087,2.890371758,17.1012223,2.681021529,4.660932159
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,1198,8,Europe and Central Asia,C003,3.7,7.9,10.39533097,28121000,27.64032438,105.8733398,57.905,12.8,1318.5,0.176,0.367,2.096,186.9,75,53.63758214,17,88.8437378,7.42,-4.822295665,2.890371758,17.15202722,2.624668592,4.671644393
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,1109,11,Europe and Central Asia,C003,3.5,7.8,10.4132624,29460000,26.18421715,106.6113185,58.094,13,1243.1,0.151,0.328,1.741,183,75,53.63758214,16.7,89.98659494,7.37,-4.500819262,2.87356464,17.198544,2.63905733,4.678525833
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,1184,12,Europe and Central Asia,C003,4.2,8.6,10.37026868,30816000,25.51817955,107.1318589,58.297,14,1079.1,0.161,0.293,2.524,164.2,76,53.63758214,16.8,86.8437378,7.27,-4.500819262,2.879198457,17.24354463,2.708050201,4.683351398
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.012,1296,16,Europe and Central Asia,C003,4.2,8.6,10.21378983,31884000,25.09123293,107.6093068,58.515,11.1,1150.8,0.156,0.297,2.37,183.3,77,53.63758214,16.89761503,87.27230923,7.27,-4.331744974,2.884667465,17.27761491,2.493205453,4.687757102
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,1055,9,Europe and Central Asia,C003,4,8.4,11.17890638,15091000,23.62789666,108.0570044,58.748,10.4,1256.8,0.154,0.302,2.315,174.5,76,53.63758214,16.97509041,87.55802351,7.27,-4.597138014,2.888986933,16.52960916,2.433613355,4.691870722
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.01,1229,12,Europe and Central Asia,C003,3.2,7.5,14.57151018,38109505.12,19.87200875,108.4813846,58.99622159,10.9,1072.5,0.147,0.294,1.395,168.3,74,53.63758214,17.03658127,94.4899963,7.150327201,-4.500819262,2.892401988,17.45597431,2.4765384,4.695754531
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.009,1247,11,Europe and Central Asia,C003,4.3,8.8,21.62668176,145290515.4,12.54808857,108.8957895,59.25966476,10.7,933.2,0.141,0.231,2.498,169.1,71,53.63758214,17.08538551,95.51040446,6.810981602,-4.597138014,2.895104182,18.79424586,2.459588842,4.699532549
2009,CRKP,Klebsiella pneumoniae,Carbapenems,0.012,83,1,Europe and Central Asia,C005,6.5,10.7,10.36273867,6815000,23.69958234,356.555251,97.603,17.7,851.4,0.0142,0.168,1.158,193.9,71,53.63758214,24.3,94.12945208,6.15,-4.331744974,3.230804396,15.73463677,2.928523524,5.879289898
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,116,0,Europe and Central Asia,C005,5.3,9.4,10.25522703,7186000,23.7527628,359.8278071,97.651,17.2,876.9,0.0159,0.166,0.233,187.6,71,53.63758214,24.1,94.12945208,6.12,-6.908754779,3.222867846,15.78764539,2.901421594,5.888400856
2011,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,646,2,Europe and Central Asia,C005,6.9,11.2,10.39882554,7494000,23.81827878,364.5397622,97.698,16.7,778.6,0.0163,0.188,1.289,170.4,75,53.63758214,24.9,94.12945208,6.05,-5.519458915,3.254242969,15.82961339,2.87356464,5.901375062
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.007,545,4,Europe and Central Asia,C005,6.3,10.5,10.50906167,7560000,23.37721029,366.8075297,97.744,14.9,961,0.0182,0.188,1.13,210.4,75,53.63758214,24.9,94.98659494,5.99,-4.822295665,3.254242969,15.83838188,2.766319109,5.907559784
2013,CRKP,Klebsiella pneumoniae,Carbapenems,0.003,618,2,Europe and Central Asia,C005,6,9.9,10.56925055,7684000,23.81465406,368.5405218,97.789,15.8,845.1,0.0139,0.23,0.463,195,75,53.63758214,25,94.98659494,5.93,-5.519458915,3.258096538,15.85465093,2.821378886,5.912260401
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,429,2,Europe and Central Asia,C005,7.7,11.8,10.60195203,7887000,23.63473127,370.180218,97.833,13,867.6,0.0173,0.227,2.417,191,76,53.63758214,27.9,94.98659494,5.85,-5.111987788,3.363841595,15.88072652,2.63905733,5.916687707
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.005,389,2,Europe and Central Asia,C005,6.9,11.1,10.80927977,8355000,23.31327819,372.3314399,97.876,12.6,824.9,0.0124,0.223,1.371,194.3,77,53.63758214,29.6,94.98659494,5.83,-5.111987788,3.421000009,15.93837084,2.610069793,5.922466604
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.024,669,16,Europe and Central Asia,C005,6.7,10.8,10.78196193,7481000,22.86271962,374.2213342,97.919,12.2,915.8,0.023,0.27,1.882,192.9,77,53.63758214,27.3,94.41516637,5.76,-3.665610827,3.342861805,15.82787716,2.58021683,5.927516076
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.011,791,9,Europe and Central Asia,C005,7,11.1,10.7738471,8385000,22.797451,375.6657199,97.961,11.9,858.6,0.0121,0.114,1.731,195.6,75,53.63758214,26.8,94.41516637,5.66,-4.412798293,3.325036021,15.94195507,2.557227311,5.931358109
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.014,935,13,Europe and Central Asia,C005,7.2,11.7,10.81579844,9119000,22.74849788,377.3795905,98.001,12.3,724.9,0.0138,0.203,2.196,162.3,75,53.63758214,26.3,94.41516637,5.62,-4.186619838,3.306886702,16.02587082,2.587764035,5.935897899
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.011,757,8,Europe and Central Asia,C005,7.1,11.5,10.40220979,9343000,24.00392505,379.4247028,98.041,10.5,849.1,0.0148,0.115,2.081,202,75,53.63758214,26.3,94.27230923,5.58,-4.412798293,3.306886702,16.05013806,2.442347035,5.941288268
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.011,881,10,Europe and Central Asia,C005,7.5,12,10.78081265,2584000,20.82964087,381.0635403,98.079,9.2,820.9,0.0149,0.233,2.572,182.2,76,53.63758214,26.3,94.27230923,5.58,-4.412798293,3.306886702,14.76484953,2.32238772,5.945586931
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.014,926,13,Europe and Central Asia,C005,6.4,10.5,13.30493454,18028970.1,7.064288489,381.5257679,98.11273046,10.8,959.3,0.0289,0.237,1.203,188.9,73,53.63758214,26.3,97.84699455,5.668018497,-4.186619838,3.306886702,16.70749053,2.468099531,5.946796018
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.014,835,12,Europe and Central Asia,C005,7.5,12,19.22230695,58968910.29,23.02622373,380.073869,98.14019138,10.1,729.3,0.0161,0.226,2.807,154.1,73,53.63758214,26.3,98.39639574,5.884055491,-4.186619838,3.306886702,17.89252094,2.406945108,5.942993238
2005,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,30,0,Europe and Central Asia,C007,6.1,10.8,6.86359114,7282000,40.42781935,70.4986377,70.584,27.5,799.9,0.0978,0.0798,0.215,100.1,40,53.63758214,15.4,94.55045088,6.41,-6.908754779,2.797281335,15.80091625,3.349904087,4.269678396
2006,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,47,0,Europe and Central Asia,C007,6.1,11,6.502124586,7499000,44.33350747,69.97166529,70.932,30,666.3,0.059,0.0942,0.571,94.5,40,53.63758214,16.7,94.40759374,6.28,-6.908754779,2.87356464,15.83028037,3.433987204,4.262280717
2008,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,45,0,Europe and Central Asia,C007,7.1,12,6.261544583,8533000,44.60959445,68.98592211,71.622,29.1,503.2,0.0426,0.0424,1.177,87.5,36,53.63758214,18.5,94.55045088,6.61,-6.908754779,2.970414466,15.95945167,3.404525172,4.248294109
2009,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,88,0,Europe and Central Asia,C007,7.1,11.9,6.575381329,7873000,46.19657459,68.57445652,71.963,25.3,737.7,0.0618,0.034,1.291,101.5,38,53.63758214,18.8,93.97902231,6.72,-6.908754779,2.985681938,15.87894987,3.269568939,4.242397496
2010,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,126,0,Europe and Central Asia,C007,7.1,11.9,7.070763623,8374000,44.7532436,68.12453021,72.302,25.1,777,0.0737,0.0787,1.361,106.6,36,53.63758214,19,95,6.62,-6.908754779,2.995732274,15.94064234,3.261935314,4.235909664
2011,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,116,0,Europe and Central Asia,C007,6,11,7.082331679,8713000,45.86948976,67.68909359,72.638,30.5,523.9,0.0325,0.0421,0.422,82.7,33,53.63758214,19.6,95.42857143,6.45,-6.908754779,3.025291076,15.98032684,3.449987546,4.229590432
2012,CRKP,Klebsiella pneumoniae,Carbapenems,0.019,108,2,Europe and Central Asia,C007,6.8,12,7.516807941,8867000,49.20127076,67.2981577,72.975,25.7,653.6,0.0482,0.022,1.678,87,41,53.63758214,19.7,95,6.61,-3.893859035,3.0301337,15.99784719,3.284663565,4.223882793
2013,CRKP,Klebsiella pneumoniae,Carbapenems,2.22E-18,129,0,Europe and Central Asia,C007,7.1,12.1,7.123620363,9192000,43.43709078,66.92257738,73.313,23.5,599,0.0527,0.0337,1.476,93.3,41,53.63758214,20.5,95.14285714,6.82,-6.908754779,3.068052935,16.03384421,3.198673118,4.218368489
2014,CRKP,Klebsiella pneumoniae,Carbapenems,0.072,139,10,Europe and Central Asia,C007,7.4,12.1,7.659756191,9409000,41.76138961,66.54327561,73.651,24.2,934.9,0.112,0.0633,1.196,112.9,43,53.63758214,21.5,90.42857143,7.13,-2.543649298,3.113515309,16.05717734,3.226843995,4.212768513
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.032,95,3,Europe and Central Asia,C007,7,12,7.366465303,9317000,44.10270127,66.120035,73.99,21.5,742.8,0.0657,0.108,1.438,96,41,53.63758214,22.3,90.85714286,7.24,-3.37975705,3.148453361,16.04735135,3.113515309,4.206482584
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.044,159,7,Europe and Central Asia,C007,6.9,12.1,7.429517228,10604000,44.86666037,65.65790346,74.329,21.1,683.6,0.0578,0.0592,1.899,90.7,41,53.63758214,22.9,91.85714286,7.27,-3.057140902,3.173878459,16.17674194,3.095577609,4.199573621
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.124,169,21,Europe and Central Asia,C007,6.7,11.9,7.464336953,11596000,45.06690917,65.18005711,74.669,21.5,750.8,0.0604,0.022,0.954,97.5,43,53.63758214,23.4,92.85714286,7.45,-1.948193255,3.194583132,16.26617086,3.113515309,4.192379165
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.212,193,41,Europe and Central Asia,C007,7.5,12.4,7.3026296,12368000,42.36347276,64.71109985,75.008,22,707.1,0.0647,0.0488,2.192,97.6,42,53.63758214,24,91,7.45,-1.309474155,3.218875825,16.33062313,3.135494216,4.185267859
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.27,267,72,Europe and Central Asia,C007,7.8,12.9,6.875876294,12552000,40.84399446,64.25719418,75.347,21.6,547.6,0.047,0.0194,2.112,95.4,43,53.63758214,24.6,93.85714286,7.45,-0.992294639,3.242592351,16.34539065,3.117949906,4.178336296
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.281,249,70,Europe and Central Asia,C007,7.5,12.7,8.253349439,4973000,38.13040476,63.87265107,75.686,20.2,615.6,0.0534,0.0164,2.037,85.6,44,53.63758214,25.2,90.42857143,7.45,-0.937344141,3.265759411,15.41953404,3.054001182,4.172426134
2021,CRKP,Klebsiella pneumoniae,Carbapenems,0.463,242,112,Europe and Central Asia,C007,7.1,12.1,13.62766075,17911413.63,31.36014901,63.61478901,76.02488275,20,798,0.0696,0.0327,1.629,102.2,42,53.63758214,25.8,92.67043868,7.429834127,-0.147974008,3.288401888,16.70094876,3.044522438,4.168443317
2022,CRKP,Klebsiella pneumoniae,Carbapenems,0.473,260,123,Europe and Central Asia,C007,7.2,12.4,25.06808262,63276240.9,18.15515769,63.53791896,76.36364826,22.5,520,0.0379,0.0269,1.831,82.7,43,53.63758214,26.4,92.63705768,7.389502381,-0.107888962,3.310543013,17.96302049,3.157000421,4.167252942
2015,CRKP,Klebsiella pneumoniae,Carbapenems,0.08,177,14,Europe and Central Asia,C006,6.8,11.8,9.240893659,678000,29.09074544,68.83445313,47.173,32.1,978.8,0.126,0.255,1.813,143.5,38,97.25226029,18.9,83.14285714,3.49,-2.431010882,2.990719732,13.42690404,3.499533282,4.246127486
2016,CRKP,Klebsiella pneumoniae,Carbapenems,0.11,150,16,Europe and Central Asia,C006,6.5,11.4,9.139446278,778000,28.91307048,67.98800781,47.518,31.2,1139.7,0.171,0.253,1.673,157.1,39,97.26105802,18.3,78.14285714,3.49,-2.082814226,2.960105096,13.56448309,3.471966453,4.23393269
2017,CRKP,Klebsiella pneumoniae,Carbapenems,0.16,145,23,Europe and Central Asia,C006,6.4,11.5,8.818039513,923000,29.48851564,67.18802734,47.876,29.9,924.1,0.138,0.175,1.419,139,38,97.26105802,18,77.28571429,3.49,-1.653187295,2.944438979,13.7353856,3.430756184,4.222268997
2018,CRKP,Klebsiella pneumoniae,Carbapenems,0.21,207,43,Europe and Central Asia,C006,7.2,12.2,8.761013888,1053000,29.70884452,66.40876953,48.245,30.6,1015.2,0.174,0.303,2.275,149.3,38,97.26105802,17.9,75.28571429,3.49,-1.321439834,2.939161922,13.86715474,3.453157121,4.210775121
2019,CRKP,Klebsiella pneumoniae,Carbapenems,0.42,211,89,Europe and Central Asia,C006,7.4,12.4,8.663792858,1198000,29.73446866,65.63888672,48.626,26.4,1191.3,0.186,0.208,1.987,155.4,36,97.26105802,17.67026824,75.28571429,3.49,-0.322117923,2.926932325,13.99616489,3.310543013,4.199288292
2020,CRKP,Klebsiella pneumoniae,Carbapenems,0.44,206,91,Europe and Central Asia,C006,6.9,11.8,9.564900913,197000,29.15569976,64.81263672,49.02,27.3,968.7,0.136,0.14,1.88,139.3,35,97.26105802,17.52468813,75.28571429,3.49,-0.24067603,2.919104336,12.19096408,3.342861805,4.186811867
