year,combination,organism,antibiotics,R,Tested.isolates,isolates,Region,NAME,TMN,TMP,HEG,IT,OPE,PD,UP,PMP,PREC,SR,SSR,TCL,HUM,CPI,WASH,AMC,IC,HD
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,3420,0,Europe and Central Asia,C035,21.7,27.7,9.336158284,4855000.0,14.71106311,14.07044491,80.692,39.7,82.4,0.000503,0.0,0.485,14.3,86.0,53.63758214,18.0,91.70746069,3.84
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,3297,0,Europe and Central Asia,C035,22.1,28.1,10.11302445,5361000.0,14.48540166,14.20793848,81.091,45.2,28.0,0.000951,0.0,1.213,7.8,87.0,53.63758214,17.1,92.42174641,3.76
2016,CREC,Escherichia coli,Carbapenems,0.001,3616,4,Europe and Central Asia,C035,22.0,28.0,10.57859196,5960000.0,14.62055136,14.33542438,81.485,43.7,41.7,0.00106,0.0,0.933,10.5,85.0,53.63758214,19.5,92.99317498,3.68
2017,CREC,Escherichia coli,Carbapenems,0.001,3733,4,Europe and Central Asia,C035,22.1,28.1,10.26612113,6252000.0,14.87933449,14.45257626,81.871,44.2,47.0,0.000414,0.0,1.421,10.7,85.0,53.63758214,19.0,92.99317498,3.6
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,3879,0,Europe and Central Asia,C035,22.0,28.0,9.991030922,5688000.0,14.29650153,14.54888964,82.248,49.1,39.7,0.00787,0.0,1.121,8.6,84.0,53.63758214,18.7,93.27888926,3.53
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,4040,0,Europe and Central Asia,C035,22.2,28.2,10.1035042,5879000.0,14.28298233,14.6479975,82.616,44.5,49.1,0.000776,0.0,0.89,10.3,84.0,53.63758214,18.71369612,95.55802351,3.53
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,3646,0,Europe and Central Asia,C035,21.9,27.9,11.00619987,1397000.0,14.28274531,14.76721523,82.974,41.0,67.1,0.0183,4.63e-05,0.496,11.4,84.0,53.63758214,18.71369612,95.70088066,3.53
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,3820,0,Europe and Central Asia,C035,22.1,28.1,13.11656365,13618322.05,13.59002083,14.92295896,83.32094465,44.2,33.9,0.00111,1.1e-06,1.329,10.4,85.0,53.63758214,18.71369612,94.57987794,3.45204934
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,3738,0,Europe and Central Asia,C035,22.0,28.0,16.83725445,44594966.15,11.64877731,15.13254409,83.65583394,50.3,56.3,0.00118,4.4e-06,1.055,11.4,84.0,53.63758214,18.71369612,94.81199758,3.226148019
2011,CREC,Escherichia coli,Carbapenems,0.04,45,2,South Asia,C036,11.8,18.36666667,2.140169259,1161000.0,70.92318306,257.6311981,35.202,21.1,346.9333333,0.000515,0.0,0.581,36.76666667,25.0,52.28481069,12.0,61.71428571,0.6
2012,CREC,Escherichia coli,Carbapenems,0.07,54,4,South Asia,C036,12.2,18.93333333,2.200386403,966000.0,67.09035162,262.3052369,35.408,22.4,268.8333333,0.000615,0.0,1.043,31.83333333,27.0,55.28846148,11.8,63.57142857,0.6
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,75,0,South Asia,C036,13.2,19.96666667,2.401783604,966000.0,66.28829253,266.3677382,35.613,22.9,242.9666667,0.00074,0.0,1.114,33.1,28.0,58.27963975,12.4,65.0,0.6
2014,CREC,Escherichia coli,Carbapenems,0.04,67,3,South Asia,C036,13.2,19.86666667,2.456038236,966000.0,67.43753856,270.1479193,35.819,21.2,281.9333333,0.000505,0.0,0.863,36.4,29.0,61.25914322,13.0,68.57142857,0.6
2015,CREC,Escherichia coli,Carbapenems,0.04,92,4,South Asia,C036,12.46666667,19.13333333,2.457643613,966000.0,67.71487281,273.6733318,36.026,24.2,270.8,0.000704,2.19e-05,1.326,34.06666667,30.0,64.22688125,14.1,71.85714286,0.6
2017,CREC,Escherichia coli,Carbapenems,0.1,814,81,South Asia,C036,12.43333333,19.2,2.786300857,966000.0,61.76627706,280.6917484,36.442,21.4,325.2666667,0.000307,1.13e-06,0.735,40.36666667,32.0,70.12643615,14.4,76.0,0.63
2018,CREC,Escherichia coli,Carbapenems,0.18,692,125,South Asia,C036,14.1,20.83333333,2.866528283,966000.0,59.98044832,285.0397974,36.666,23.3,342.7,0.000946,1.13e-06,2.007,38.26666667,33.0,73.06168679,14.8,78.85714286,0.63
2019,CREC,Escherichia coli,Carbapenems,0.21,704,148,South Asia,C036,12.06666667,18.63333333,2.892286963,966000.0,59.5707338,289.6602325,36.907,23.8,335.1666667,0.000668,1.62e-07,1.204,39.96666667,32.0,75.98731104,15.02468187,83.42857143,0.63
2020,CREC,Escherichia coli,Carbapenems,0.23,476,109,South Asia,C036,12.36666667,18.9,2.991001061,966000.0,58.48335515,294.7238753,37.165,23.2,254.0,0.0010205,0.0,1.455,33.3,31.0,78.90180155,15.31721167,80.71428571,0.63
2016,CREC,Escherichia coli,Carbapenems,0.06,262,16,East Asia and Pacific,C037,5.2,9.2,3.954843449,5967000.0,60.47021469,351.7297716,46.475,21.0,723.2,0.0105,0.0442,2.056,181.3,35.0,81.64944009,22.1,80.71428571,0.99
2017,CREC,Escherichia coli,Carbapenems,0.05,996,50,East Asia and Pacific,C037,5.1,9.0,3.960427632,6621000.0,60.36769763,357.9786732,46.682,21.6,500.2,0.0161,0.123,1.475,132.1,34.0,81.66342533,22.5,77.85714286,0.99
2018,CREC,Escherichia coli,Carbapenems,0.04,1160,46,East Asia and Pacific,C037,5.5,9.9,3.95370015,7168000.0,60.83168586,364.1172351,46.907,22.1,531.4,0.00682,0.129,2.434,148.7,36.0,81.6786275,22.5,75.0,0.99
2019,CREC,Escherichia coli,Carbapenems,0.07,1332,93,East Asia and Pacific,C037,5.8,10.2,4.165975805,8261000.0,58.98988438,370.1941979,47.149,18.2,612.9,0.00797,0.0387,2.652,153.5,34.0,81.69497827,22.99873828,72.14285714,0.99
2020,CREC,Escherichia coli,Carbapenems,0.07,795,56,East Asia and Pacific,C037,5.8,10.1,5.104024723,1483000.0,54.62529714,376.2651407,47.408,16.5,636.2,0.0124,0.05,2.677,162.4,34.0,81.71247607,22.51302373,69.85714286,0.99
2009,CREC,Escherichia coli,Carbapenems,2.22e-18,555,0,Europe and Central Asia,C038,11.6,16.4,6.590354161,53840000.0,28.25468828,124.5644606,61.004,9.7,1345.9,0.106,0.0414,1.423,154.7,50.0,53.63758214,24.9,97.0,6.65
2010,CREC,Escherichia coli,Carbapenems,0.001,703,1,Europe and Central Asia,C038,11.2,16.0,6.471724704,58340000.0,28.64995959,124.2092007,60.892,9.8,842.4,0.13,0.159,1.122,125.1,53.0,53.63758214,20.2,96.71428571,6.61
2011,CREC,Escherichia coli,Carbapenems,0.001,1064,1,Europe and Central Asia,C038,11.3,16.4,6.286804866,60745000.0,28.97423035,124.2962969,60.78,10.5,741.6,0.0758,0.0986,1.615,107.7,55.0,53.63758214,19.6,97.0,6.63
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,970,0,Europe and Central Asia,C038,10.8,16.0,6.265138558,67390000.0,30.17161181,124.3000588,60.654,9.0,970.6,0.0557,0.0234,0.797,127.4,58.0,53.63758214,19.0,96.71428571,6.63
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,938,0,Europe and Central Asia,C038,10.7,15.9,6.476370694,72310000.0,29.56565059,124.2291107,60.529,9.4,998.4,0.139,0.138,0.941,137.1,60.0,53.63758214,18.8,96.14285714,6.61
2014,CREC,Escherichia coli,Carbapenems,0.002,979,2,Europe and Central Asia,C038,11.2,16.4,6.4257608,73750000.0,30.02626017,124.1442732,60.403,8.4,584.8,0.145,0.171,1.349,100.9,61.0,53.63758214,18.7,95.71428571,6.63
2015,CREC,Escherichia coli,Carbapenems,0.001,1499,1,Europe and Central Asia,C038,10.9,16.5,6.400926556,77743000.0,30.6285109,124.0615696,60.278,10.4,982.4,0.0471,0.0543,1.405,128.3,62.0,53.63758214,19.5,95.42857143,6.63
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,2553,0,Europe and Central Asia,C038,11.1,16.4,6.571492672,80476000.0,31.17085749,124.008253,60.178,9.2,596.2,0.126,0.12,1.682,103.1,62.0,53.63758214,19.3,95.0,6.64
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,2741,0,Europe and Central Asia,C038,11.2,16.8,6.583750673,83804000.0,31.14675984,124.0237304,60.105,10.2,999.9,0.0442,0.0253,2.109,129.6,60.0,53.63758214,18.6,93.42857143,6.62
2018,CREC,Escherichia coli,Carbapenems,0.001,2500,2,Europe and Central Asia,C038,10.8,16.0,6.312587839,85946000.0,28.85525444,124.0315838,60.058,10.0,691.9,0.103,0.0611,0.906,102.9,60.0,53.63758214,19.4,92.14285714,6.54
2019,CREC,Escherichia coli,Carbapenems,2.22e-18,2683,0,Europe and Central Asia,C038,10.9,16.3,6.228440132,88515000.0,28.55985489,124.0255954,60.037,8.6,821.8,0.0972,0.0488,1.291,119.4,58.0,53.63758214,19.4,92.14285714,6.54
2020,CREC,Escherichia coli,Carbapenems,2.22e-18,2080,0,Europe and Central Asia,C038,11.4,16.7,6.327533842,88515000.0,28.04498829,123.8005749,60.043,9.1,791.6,0.0625,0.0655,1.99,111.9,56.0,53.63758214,19.4,89.57142857,6.54
2021,CREC,Escherichia coli,Carbapenems,0.001,2290,2,Europe and Central Asia,C038,11.2,16.3,6.571600328,82613278.94,24.63383609,123.1385182,60.07705879,9.2,834.4,0.0775,0.079,1.251,109.3,56.0,53.63758214,19.4,93.52467964,6.445116454
2022,CREC,Escherichia coli,Carbapenems,0.001,2451,2,Europe and Central Asia,C038,11.8,17.1,6.956865881,67813836.81,16.1108254,121.834235,60.14017637,9.6,81.3,0.0983,0.0317,2.318,17.8,55.0,53.63758214,19.4,93.44543544,6.175349361
2007,CREC,Escherichia coli,Carbapenems,0.004,243,1,Europe and Central Asia,C039,23.2,28.1,9.259821218,6788000.0,37.2443327,115.2614409,58.749,87.8,34.2,0.0,0.0,0.989,8.3,65.0,53.63758214,18.4,96.42857143,3.44
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,430,0,Europe and Central Asia,C039,23.1,27.9,9.587471949,6962000.0,37.45085399,115.4277577,59.359,96.5,101.2,0.0,0.0,1.162,20.8,61.0,53.63758214,17.6,96.85714286,3.39
2009,CREC,Escherichia coli,Carbapenems,0.002,1666,3,Europe and Central Asia,C039,23.4,28.2,10.13562585,6439000.0,36.14388016,115.3864723,59.964,98.1,32.9,0.0,0.0,1.114,11.3,58.0,53.63758214,17.0,96.0,3.37
2010,CREC,Escherichia coli,Carbapenems,0.003,1443,4,Europe and Central Asia,C039,23.8,28.8,10.03266089,6756000.0,33.43551741,115.4394585,60.567,93.8,61.6,0.0,0.0,2.001,13.2,60.0,53.63758214,17.5,96.57142857,3.37
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,1755,0,Europe and Central Asia,C039,23.4,28.0,9.716763338,7264000.0,35.44179266,115.2697893,61.167,93.3,44.9,0.0,0.0,1.444,13.3,61.0,53.63758214,17.7,96.85714286,3.37
2012,CREC,Escherichia coli,Carbapenems,0.001,2041,2,Europe and Central Asia,C039,23.6,28.2,9.628700044,7503000.0,38.66403648,114.8034065,61.763,99.3,38.2,0.0,0.0,1.376,12.8,63.0,53.63758214,17.8,97.71428571,3.41
2013,CREC,Escherichia coli,Carbapenems,0.001,2668,3,Europe and Central Asia,C039,23.4,28.0,9.377968276,9177000.0,37.65426752,114.1561287,62.352,91.6,82.9,0.00113,0.0,1.212,16.8,62.0,53.63758214,18.8,97.85714286,3.39
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,4998,0,Europe and Central Asia,C039,23.1,28.2,9.319370678,10497000.0,38.19905696,113.5417704,62.936,85.4,50.9,0.0,0.0,1.541,13.0,63.0,53.63758214,20.6,97.85714286,3.32
2015,CREC,Escherichia coli,Carbapenems,0.001,5354,5,Europe and Central Asia,C039,23.5,28.5,9.301419979,11723000.0,38.26995233,113.0725196,63.514,101.2,23.7,0.0,0.0,1.971,10.9,63.0,53.63758214,18.6,88.14285714,3.37
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,5760,0,Europe and Central Asia,C039,23.6,28.7,9.379971112,13359000.0,38.33537235,112.7163842,64.086,94.8,148.3,4.36e-05,0.0,1.515,23.3,62.0,53.63758214,19.7,96.41516637,3.39
2017,CREC,Escherichia coli,Carbapenems,0.003,6384,19,Europe and Central Asia,C039,23.5,28.5,9.297467493,15432000.0,38.76765823,112.4418158,64.652,97.3,55.9,0.000435,0.0,1.893,12.3,63.0,53.63758214,18.3,96.41516637,3.39
2018,CREC,Escherichia coli,Carbapenems,0.005,5797,29,Europe and Central Asia,C039,23.9,28.9,9.40605818,16186000.0,38.77129025,112.261936,65.211,100.9,168.2,0.0,0.0,2.004,27.7,64.0,53.63758214,19.5,97.12945208,3.45
2019,CREC,Escherichia coli,Carbapenems,0.001,6372,6,Europe and Central Asia,C039,23.6,28.6,9.23494403,17283000.0,39.14946543,112.2885828,65.764,94.7,55.8,0.000478,0.0,1.84,18.3,62.0,53.63758214,18.95167421,97.12945208,3.45
2020,CREC,Escherichia coli,Carbapenems,0.002,5833,12,Europe and Central Asia,C039,23.5,28.5,10.31549965,4208000.0,35.4768493,112.406676,66.31,93.0,21.3,0.0,0.0,1.734,6.9,61.0,53.63758214,19.20222519,97.12945208,3.45
2021,CREC,Escherichia coli,Carbapenems,0.003,5466,16,Europe and Central Asia,C039,24.3,29.4,14.30789747,38528772.13,23.00471571,112.4869372,66.84785299,102.1,62.2,0.0,0.0,2.165,10.2,62.0,53.63758214,19.08773888,100.2013932,3.523234415
2022,CREC,Escherichia coli,Carbapenems,0.003,5362,16,Europe and Central Asia,C039,24.0,29.1,22.74351211,125442316.4,2.692269796,112.4142861,67.37655896,106.0,703.0,0.0,0.0,1.855,136.0,62.0,53.63758214,19.14005204,100.7914204,3.729703244
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,39,0,Europe and Central Asia,C040,-8.5,-3.7,5.357932736,5595000.0,16.92721243,93.82181344,52.912,15.8,493.1,0.0381,0.141,0.181,159.0,28.0,53.63758214,6.3,95.97902231,6.75
2004,CREC,Escherichia coli,Carbapenems,0.027,37,1,Europe and Central Asia,C040,-8.9,-4.2,5.459629902,6600000.0,25.7115684,93.26846957,53.043,14.6,459.1,0.0381,0.135,0.721,146.3,29.0,53.63758214,8.2,95.97902231,6.74
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,75,0,Europe and Central Asia,C040,-8.2,-3.4,5.511580561,5839000.0,19.80648281,92.70234368,53.174,15.0,483.1,0.0405,0.129,0.854,153.7,30.0,53.63758214,8.1,95.69330802,6.78
2006,CREC,Escherichia coli,Carbapenems,0.03,33,1,Europe and Central Asia,C040,-9.4,-4.6,5.056693899,6037000.0,20.53304021,92.15479607,53.305,16.2,490.5,0.0392,0.12,0.253,157.0,31.0,53.63758214,8.4,95.69330802,6.74
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,58,0,Europe and Central Asia,C040,-7.6,-2.9,4.962841719,7722000.0,18.39126335,90.83901866,53.436,14.2,493.9,0.0442,0.157,2.369,157.5,37.0,53.63758214,9.3,95.69330802,6.54
2008,CREC,Escherichia coli,Carbapenems,2.22e-18,55,0,Europe and Central Asia,C040,-7.9,-3.2,4.99900049,8862000.0,18.86144035,89.33394954,53.567,15.5,473.2,0.0447,0.137,1.532,147.2,38.0,53.63758214,10.0,94.97902231,6.57
2010,CREC,Escherichia coli,Carbapenems,2.22e-18,31,0,Europe and Central Asia,C040,-9.2,-4.4,5.626743464,7498000.0,20.02846833,88.01074114,53.829,18.6,466.7,0.0438,0.117,1.365,146.2,37.0,53.63758214,11.1,94.26473659,6.28
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,47,0,Europe and Central Asia,C040,-8.1,-3.3,4.46385228,7611000.0,25.00878267,87.53324934,53.96,13.5,482.9,0.0416,0.118,0.491,145.4,36.0,53.63758214,12.2,92.28571429,6.31
2012,CREC,Escherichia coli,Carbapenems,2.22e-18,182,0,Europe and Central Asia,C040,-8.7,-3.8,4.500486848,7937000.0,23.13475529,87.20126511,53.974,14.8,504.6,0.0435,0.126,2.089,153.2,44.0,53.63758214,12.8,93.42857143,6.6
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,299,0,Europe and Central Asia,C040,-8.3,-3.5,5.214829724,8019000.0,20.83375155,86.87429031,53.937,14.1,473.7,0.0372,0.125,1.364,149.9,43.0,53.63758214,13.2,92.14285714,6.67
2014,CREC,Escherichia coli,Carbapenems,0.007,305,2,Europe and Central Asia,C040,-8.4,-3.6,5.018217527,8442000.0,21.07486136,86.53068063,53.9,14.6,486.9,0.0414,0.136,1.445,155.4,43.0,53.63758214,12.7,91.85714286,6.71
2015,CREC,Escherichia coli,Carbapenems,0.019,368,7,Europe and Central Asia,C040,-7.6,-2.9,4.929251472,9331000.0,22.05705335,86.12489569,53.887,13.0,481.4,0.0409,0.127,2.015,147.4,46.0,53.63758214,12.5,88.71428571,6.79
2016,CREC,Escherichia coli,Carbapenems,0.01,411,4,Europe and Central Asia,C040,-8.0,-3.2,5.065243745,10223000.0,21.81744729,85.63224531,53.9,13.5,501.7,0.0431,0.115,2.092,153.4,48.0,53.63758214,13.2,86.14285714,6.84
2017,CREC,Escherichia coli,Carbapenems,0.004,510,2,Europe and Central Asia,C040,-7.6,-2.9,5.174200235,10926000.0,21.41360789,85.13871262,53.936,13.7,478.0,0.0402,0.124,1.411,148.9,48.0,53.63758214,13.2,85.14285714,6.89
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,653,0,Europe and Central Asia,C040,-8.3,-3.4,5.501168545,11720000.0,20.30929252,84.63999478,53.998,12.7,489.4,0.0467,0.123,2.103,153.3,47.0,53.63758214,12.8,88.28571429,6.89
2019,CREC,Escherichia coli,Carbapenems,0.006,666,4,Europe and Central Asia,C040,-7.7,-2.9,5.519852961,12815000.0,19.86166181,84.19527121,54.084,12.6,486.0,0.0382,0.128,2.405,151.7,44.0,53.63758214,13.21111111,88.0,6.89
2020,CREC,Escherichia coli,Carbapenems,0.007,454,3,Europe and Central Asia,C040,-6.5,-1.7,6.036625356,5023000.0,19.76928986,83.73283206,54.194,12.5,486.9,0.0398,0.131,3.06,151.6,44.0,53.63758214,13.62222222,86.71428571,6.89
2021,CREC,Escherichia coli,Carbapenems,0.004,498,2,Europe and Central Asia,C040,-8.6,-3.7,7.946981215,21373576.77,19.59843949,83.17211728,54.32821312,13.0,499.6,0.0364,0.122,1.339,153.6,45.0,53.63758214,14.03333333,86.2898479,6.88520023
2022,CREC,Escherichia coli,Carbapenems,0.006,697,4,Europe and Central Asia,C040,-7.6,-2.9,12.05729241,75562730.3,19.04768479,82.44141703,54.48663937,11.8,106.3,0.0371,0.128,2.143,13.0,46.0,53.63758214,14.44444444,85.71360976,6.87560069
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,40,0,Europe and Central Asia,C041,19.4,26.3,5.359654453,33729000.0,41.28147575,8.798804045,74.05,74.8,93.7,0.000955,2.21e-05,1.799,13.1,29.0,53.63758214,25.5,95.55045088,8.35
2016,CREC,Escherichia coli,Carbapenems,0.07,55,4,Europe and Central Asia,C041,19.4,26.4,5.34676599,24571000.0,43.04995174,8.813796348,74.164,68.7,98.2,0.0016,6.43e-05,1.876,13.7,29.0,53.63758214,25.0,95.55045088,8.16
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,82,0,Europe and Central Asia,C041,19.6,26.6,5.398527393,24551000.0,40.5434161,8.822067892,74.433,70.6,113.4,0.00113,3.78e-05,2.266,15.6,28.0,53.63758214,17.2,95.26473659,7.12
2019,CREC,Escherichia coli,Carbapenems,0.02,210,4,Europe and Central Asia,C041,19.3,26.3,5.669081527,24419000.0,38.84808399,8.817695994,74.587,69.4,101.4,0.00112,3.75e-05,2.241,13.8,28.0,53.63758214,12.4,95.40759374,7.12
2020,CREC,Escherichia coli,Carbapenems,0.04,141,6,Europe and Central Asia,C041,19.2,26.2,7.591179014,6359000.0,29.45269874,8.797354989,74.754,66.6,84.2,0.000799,5.69e-05,2.256,12.2,30.0,53.63758214,7.6,95.12187945,7.12
2013,CREC,Escherichia coli,Carbapenems,0.03,199,6,Europe and Central Asia,C042,24.5,27.7,9.289783801,922000.0,39.46339803,81.91324034,55.469,25.3,2327.4,0.128,0.512,1.204,177.9,42.0,98.12992037,13.9,92.28571429,5.5
2014,CREC,Escherichia coli,Carbapenems,0.01,244,2,Europe and Central Asia,C042,24.2,27.7,9.225028792,1029000.0,41.18288241,81.5295678,55.583,20.0,2178.0,0.116,0.335,1.249,174.3,41.0,98.1301201,12.9,92.42857143,5.52
2015,CREC,Escherichia coli,Carbapenems,0.01,272,3,Europe and Central Asia,C042,24.4,27.9,8.7896683,1132000.0,41.90865492,81.12717814,55.696,26.4,2660.2,0.0983,0.305,1.867,197.5,40.0,98.1301201,12.2,92.71428571,5.58
2016,CREC,Escherichia coli,Carbapenems,0.02,325,6,Europe and Central Asia,C042,24.8,28.1,8.437379178,1281000.0,41.98694932,80.70343014,55.81,15.3,2753.5,0.125,0.367,1.533,202.5,42.0,98.1301201,12.8,91.14285714,5.59
2017,CREC,Escherichia coli,Carbapenems,0.01,399,4,Europe and Central Asia,C042,24.3,27.7,8.197713412,1497000.0,42.32911812,80.27507432,55.942,14.5,2696.4,0.125,0.516,1.78,196.8,41.0,98.1301201,13.8,93.14285714,5.61
2018,CREC,Escherichia coli,Carbapenems,0.01,437,4,Europe and Central Asia,C042,23.9,27.7,8.50866824,1711000.0,39.9474384,79.8376858,56.092,15.9,2039.7,0.123,0.463,1.887,169.7,39.0,98.1301201,14.4,94.14285714,5.61
2019,CREC,Escherichia coli,Carbapenems,0.01,502,5,Europe and Central Asia,C042,24.3,28.1,8.383069502,1847000.0,40.03090833,79.41041619,56.26,19.0,2620.1,0.0965,0.298,1.69,197.0,39.0,98.1301201,14.4,94.42857143,5.61
2002,CREC,Escherichia coli,Carbapenems,0.007,148,1,Europe and Central Asia,C043,5.6,10.2,5.507387705,12583000.0,12.05741399,111.7861123,56.013,22.5,898.1,0.182,0.339,0.776,135.6,37.0,53.63758214,15.4,97.71428571,7.57
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,154,0,Europe and Central Asia,C043,4.7,9.8,5.446709234,12583000.0,13.0003849,111.6893369,55.863,22.5,1255.3,0.0908,0.189,0.811375,165.0,37.0,53.63758214,16.7,98.71428571,7.25
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,180,0,Europe and Central Asia,C043,4.6,9.1,6.372351083,12583000.0,21.28446361,111.6898129,55.713,20.7,1226.5,0.194,0.386,0.84675,161.9,40.0,53.63758214,16.2,98.71428571,6.91
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,97,0,Europe and Central Asia,C043,4.1,8.7,6.588849967,12583000.0,24.86188219,111.7007692,55.563,21.6,1024.3,0.134,0.304,0.882125,144.2,43.0,53.63758214,17.2,98.57142857,6.79
2011,CREC,Escherichia coli,Carbapenems,2.22e-18,705,0,Europe and Central Asia,C043,5.4,10.3,7.306631636,12583000.0,27.89274994,112.2605224,54.42,21.8,1172.7,0.0919,0.219,0.74,155.5,40.0,53.63758214,14.1,98.57142857,6.05
2012,CREC,Escherichia coli,Carbapenems,0.011,659,7,Europe and Central Asia,C043,5.6,10.2,7.540355281,12583000.0,28.87528929,112.4517343,54.28,18.2,1327.2,0.179,0.211,0.826,166.2,46.0,53.63758214,13.6,97.71428571,5.91
2013,CREC,Escherichia coli,Carbapenems,2.22e-18,588,0,Europe and Central Asia,C043,5.4,9.9,7.498723605,12583000.0,26.68671373,112.5726377,54.14,17.1,1527.7,0.185,0.427,1.15,181.2,47.0,53.63758214,13.6,96.98659494,5.8
2014,CREC,Escherichia coli,Carbapenems,2.22e-18,820,0,Europe and Central Asia,C043,6.1,10.7,6.887547896,11556000.0,20.66737013,112.7006864,54.0,15.3,1226.0,0.27,0.607,1.331,141.9,50.0,53.63758214,14.3,96.12945208,5.79
2015,CREC,Escherichia coli,Carbapenems,2.22e-18,830,0,Europe and Central Asia,C043,5.8,10.6,6.765210376,14936000.0,21.25972478,112.8031488,53.889,17.8,1475.9,0.122,0.262,1.537,172.6,51.0,53.63758214,15.1,95.27230923,5.75
2016,CREC,Escherichia coli,Carbapenems,2.22e-18,751,0,Europe and Central Asia,C043,5.6,10.2,7.097537856,17376000.0,20.03470415,112.9533694,53.806,16.4,1321.8,0.211,0.414,2.038,154.4,51.0,53.63758214,14.5,95.12945208,5.78
2017,CREC,Escherichia coli,Carbapenems,2.22e-18,844,0,Europe and Central Asia,C043,5.4,10.2,6.761783245,15406000.0,20.9557599,113.1287854,53.751,16.7,1229.2,0.193,0.28,1.587,159.5,50.0,53.63758214,14.4,95.27230923,5.82
2018,CREC,Escherichia coli,Carbapenems,2.22e-18,924,0,Europe and Central Asia,C043,6.2,11.0,6.670869572,15299000.0,20.78584313,113.2855865,53.726,16.8,1358.1,0.166,0.417,1.37,168.8,50.0,53.63758214,14.6,95.27230923,5.7
2019,CREC,Escherichia coli,Carbapenems,0.001,785,1,Europe and Central Asia,C043,6.2,11.1,6.643492839,15299000.0,21.18315874,113.4389975,53.729,13.6,1406.5,0.202,0.309,1.878,162.1,50.0,53.63758214,14.6,95.98659494,5.7
2020,CREC,Escherichia coli,Carbapenems,0.001,705,1,Europe and Central Asia,C043,5.8,10.6,6.889412255,15299000.0,19.72865018,113.5363353,53.76,13.7,1117.1,0.15,0.232,1.585,142.9,49.0,53.63758214,14.6,95.98659494,5.7
2021,CREC,Escherichia coli,Carbapenems,2.22e-18,625,0,Europe and Central Asia,C043,5.2,10.0,7.666187776,15441084.34,13.64911039,113.5202377,53.81917378,13.2,993.9,0.151,0.316,1.3,153.0,52.0,53.63758214,14.6,96.32915295,5.550345076
2022,CREC,Escherichia coli,Carbapenems,2.22e-18,738,0,Europe and Central Asia,C043,6.1,11.0,9.183578611,15618253.02,0.525482825,113.3380216,53.90652133,14.1,460.1,0.12,0.149,1.311,65.9,53.0,53.63758214,14.6,96.27296011,5.131035227
2002,CREC,Escherichia coli,Carbapenems,2.22e-18,128,0,Europe and Central Asia,C044,10.7,18.1,8.023221158,1302000.0,27.57076,99.03326713,50.857,25.2,391.4,0.0147,0.00624,1.376,60.3,60.0,53.63758214,10.1,93.29229432,5.09
2003,CREC,Escherichia coli,Carbapenems,2.22e-18,196,0,Europe and Central Asia,C044,11.0,18.4,8.101268611,1373000.0,28.0318062,99.09299901,51.082,25.1,487.8,0.0121,0.00253,0.648,66.4,59.0,53.63758214,10.3,94.29229432,4.96
2004,CREC,Escherichia coli,Carbapenems,2.22e-18,347,0,Europe and Central Asia,C044,11.4,18.7,7.941839707,1499000.0,28.0106963,99.15650447,51.308,25.2,412.8,0.0213,0.00459,0.539,63.8,60.0,53.63758214,10.7,93.86372289,4.8
2005,CREC,Escherichia coli,Carbapenems,2.22e-18,378,0,Europe and Central Asia,C044,11.2,18.7,8.007510827,1555000.0,27.77835609,99.32840119,51.533,26.8,587.3,0.0193,0.00655,0.395,77.6,61.0,53.63758214,10.9,93.42174641,4.83
2006,CREC,Escherichia coli,Carbapenems,2.22e-18,486,0,Europe and Central Asia,C044,11.0,18.2,7.837437686,1617000.0,28.25751642,99.64587885,51.758,26.3,446.9,0.03,0.00843,0.629,64.1,64.0,53.63758214,11.8,94.56460355,4.77
2007,CREC,Escherichia coli,Carbapenems,2.22e-18,640,0,Europe and Central Asia,C044,11.0,18.5,7.539382065,1751000.0,29.76115244,100.2046673,51.983,26.3,458.4,0.0139,0.00326,2.148,70.8,66.0,53.63758214,12.5,94.42174641,4.66
